"PC","prop_variance","pct_variance"
"PC1",0.0588687988785556,5.88687988785556
"PC2",0.0463584680379189,4.63584680379189
"PC3",0.0449473512251905,4.49473512251905
"PC4",0.0314708699777131,3.14708699777131
"PC5",0.02638565328656,2.638565328656
"PC6",0.0199275198502589,1.99275198502589
"PC7",0.0165255242664383,1.65255242664383
"PC8",0.0160574478658975,1.60574478658975
"PC9",0.0132677913526221,1.32677913526221
"PC10",0.0107916354765374,1.07916354765374
